,Unnamed: 0,출발지 행정동,출발지 구주소
629,16719, 만촌1동 ,대구 수성구 만촌1동
630,16745, 용덕동,대구 중구 용덕동
631,16746, 대명로 ,오류
632,16983, 평리5동,대구 서구 평리5동
633,17015, 달구벌대로 ,오류
634,17019, 갈밭남로 ,오류
635,17336, 전동,인천 중구 전동
636,17363, 불로동 ,인천 서구 불로동
637,17407, 반야월로1길 ,오류
638,17549, 율하동로17길,오류
639,17566, 남성로,오류
640,17602, 두류공원로13길 ,오류
641,17619, 성당로33길 ,오류
642,17652, 서야동,대구 중구 서야동
643,17659, 성당2동,대구 달서구 성당동
644,17725, 60-6 ,오류
645,17981, 시장북로,대구 중구 시장북로
646,18014, 상인동(상인1동),대구 달서구 상인동
647,19235, 서문로1가 ,대구 중구 서문로1가
648,19254, 남산3동,대구 중구 남산3동
649,19273, 황금1동 ,대구 수성구 황금1동
650,19296, 평리동(평리5동),경기 수원시 권선구 평리동
651,19627, 이곡동로 ,오류
652,19644, 원대동 ,대구 서구 원대동
653,19925, 수동 ,경기 남양주시 수동면
654,19975, 현충로39길 ,오류
655,19984, 대명동(대명11동),전북 군산시 대명동
656,20014, 학정로 ,오류
657,20207, 고산2동,대구 수성구 고산2동
658,20243, 태평로3가 ,대구 중구 태평로3가
659,20284, 검단로27길 ,오류
660,20356, 용산로12길 ,오류
661,20666, 대봉동(대봉1동),대구 중구 대봉동
662,20899, 다사읍 세천리,대구 달성군 다사읍 세천리
663,20902, 불로.봉무동,대구 동구 불로.봉무동
664,20958, 칠곡중앙대로 ,오류
665,21098, 포정동 ,대구 중구 포정동
666,21128, 구지면 평촌리,대구 달성군 구지면 평촌리
667,21457, 당산로21길 ,오류
668,21487, 무학로11길 ,오류
669,21505, 도동 ,경북 영천시 도동
670,21507, 공항로53길 ,오류
671,21804, 월암동,경기 의왕시 월암동
672,22857, 공평로4길 ,오류
673,22916, 입석로1길 ,오류
674,22976, 대명천로6길 ,오류
675,23033, 도촌길 ,오류
676,23114, 노변동,대구 수성구 노변동
677,23209, 화원읍 본리리,대구 달성군 화원읍 본리리
678,23232, 도평동,대구 동구 도평동
679,23571, 안지랑로15길 ,오류
680,23794, 평리4동 ,대구 서구 평리4동
681,23796, 향촌동 ,경남 사천시 향촌동
682,23810, 삼정길 ,오류
683,24071, 신암동(신암2동),대구 동구 신암동
684,24193, 봉덕동(봉덕2동),대구 남구 봉덕동
685,24319, 현풍면 상리,대구 달성군 현풍읍 상리
686,24370, 무학로33길 ,오류
687,24460, 동원로12길 ,오류
688,24583, 태평로2가,서울 중구 태평로2가
689,24595, 동대구로 ,오류
690,24890, 대명복개로4길 ,오류
691,24973, 신평로16길 ,오류
692,25083, 장전3길 ,오류
693,25163, (침산점) ,오류
694,25187, 태평로2가 ,서울 중구 태평로2가
695,25199, 와룡로17길 ,오류
696,25200, 아양로 ,오류
697,25344, 경안로 ,오류
698,25640, 하빈면 ,대구 달성군 하빈면
699,26680, 달서천로74길,오류
700,26716, 반야월북로 ,오류
701,26835, 노원동1가 ,대구 북구 노원동1가
702,26877, 남산동(남산3동),서울 중구 남산동1가
703,26888, 대현2동,대구 북구 대현동
704,26958, 서대구로7길 ,오류
705,27030, 신무동,대구 동구 신무동
706,27039, 와룡로 ,오류
707,27071, 대봉동(대봉2동),대구 중구 대봉동
708,27284, 상서동,대전 대덕구 상서동
709,27295, 비산6동,대구 서구 비산6동
710,27325, 이천로28길 ,오류
711,27394, 하빈면 봉촌리,대구 달성군 하빈면 봉촌리
712,27468, 국채보상로56길 ,오류
713,27539, 두류공원로18길 ,오류
714,27693, 상덕동,대구 중구 상덕동
715,27695, 대흥동,서울 마포구 대흥동
716,27887, 서대구로41길 ,오류
717,28007, 호림동 ,대구 달서구 호림동
718,28020, 내곡동,서울 서초구 내곡동
719,28038, 이곡2동,대구 달서구 이곡2동
720,28119, 동암로7길 ,오류
721,28223, 고성동3가 ,대구 북구 고성동3가
722,28251, 대봉2동,대구 중구 대봉2동
723,28351, 계산동1가,대구 중구 계산동1가
724,28354, 신암1동,대구 동구 신암1동
725,28374, 침산동(침산1동),대전 중구 침산동
726,28645, 내당1동,대구 서구 내당1동
727,28918, 북비산로53길 ,오류
728,28977, 유가읍 유곡리,대구 달성군 유가읍 유곡리
729,30603, 내당동(내당2.3동),대구 서구 내당동
730,30634, 동북로 ,오류
731,30740, 율하동로 ,오류
732,30824, 성당로33안길 ,오류
733,30896, 들안로32길 ,오류
734,30903, 고산4길 ,오류
735,31696, 평리1동 ,대구 서구 평리1동
736,31795, 구지면 화산리,대구 달성군 구지면 화산리
737,31885, 달구벌대로377길 ,오류
738,31893, 동덕로 ,오류
739,32045, 와룡로9길 ,오류
740,32618, 현풍면 중리,대구 달성군 현풍읍 중리
741,32619, 대명서5길 ,오류
742,32835, 용산동(용산2동),서울 용산구 용산2가동
743,32839, 지범로 ,오류
744,34219, 옥산로 ,오류
745,34611, 현충로7길 ,오류
746,34648, 성서동로 ,오류
747,34672, 동원로 ,오류
748,34894, 북비산로67길 ,오류
749,35170, 47-15->상인 ,오류
750,35172, 공항로56길,오류
751,35256, 둔산동,대전 서구 둔산동
752,35695, 대림동(안심3동),서울 영등포구 대림동
753,35768, 대구위브더제니스지점 ,오류
754,35889, 동덕로26길 ,오류
755,36022, 동화천로 ,오류
756,36127, 장동 ,충남 서산시 장동
757,36321, 수성구 수성동3가 ,대구 수성구 수성동3가
758,36596, 아양로41길 ,오류
759,36598, 팔공산로 ,오류
760,36929, 달서로16길 ,오류
761,36941, 매천동(관문동),대구 북구 매천동
762,38091, 하빈면 묘리,대구 달성군 하빈면 묘리
763,38191, 국채보상로50길 ,오류
764,38285, 공항로 ,오류
765,38481, 삼덕동3가(삼덕동),대구 중구 삼덕동3가
766,38683, 고산1동 ,대구 수성구 고산1동
767,38855, 상화북로43길 ,오류
768,39250, 유가면 쌍계리,대구 달성군 유가읍 쌍계리
769,39335, 만촌3동,대구 수성구 만촌3동
770,39562, 내동,경기 부천시 오정구 내동
771,40630, 달서구 파호동 ,대구 달서구 파호동
772,41855, 지산동(지산1동),경기 평택시 지산동
773,41900, 성당로,오류
774,41924, 옥포읍 기세리,대구 달성군 옥포읍 기세리
775,42566, 지산로11길 ,오류
776,42630, 봉덕로,오류
777,42864, 남구 대명동 ,대구 남구 대명동
778,42938, 칠곡1동,오류
779,43389, 현충로25길 ,오류
780,43494, 봉덕로6길 ,오류
781,43511, 관음중앙로21길 ,오류
782,43541, 서구 평리동 ,대구 서구 평리동
783,43573, 11 ,오류
784,44116, 동성로1가 ,대구 중구 동성로1가
785,44650, 칠곡중앙대로114길 ,오류
786,45559, 북비산로63길 ,오류
787,45573, 서성로1가,대구 중구 서성로1가
788,45742, 서구지회 ,오류
789,45776, 부동 ,대구 동구 부동
790,45824, 복현1동,대구 북구 복현1동
791,46053, 고성동2가(고성동),대구 북구 고성동2가
792,46168, 괴전동 ,대구 동구 괴전동
793,46563, 장산2길 ,오류
794,46881, 용수동 ,대구 동구 용수동
795,46924, 국채보상로42길 ,오류
796,46931, 대구캠퍼스 ,오류
797,47197, 공경로3길 ,오류
798,47405, 북내동,대구 중구 북내동
799,47438, 희망로36길 ,오류
800,47676, 침산남로,오류
801,47851, 대명천로 ,오류
802,47910, 동부로30길 ,오류
803,47927, 원대동1가(원대동),대구 서구 원대동1가
804,47936, 달성로22길 ,오류
805,48026, 두류공원로16길 ,오류
806,49489, 도학동 ,대구 동구 도학동
807,49612, 통학로16길 ,오류
808,49655, 북구 복현동 ,대구 북구 복현동
809,49681, 산격2동,대구 북구 산격2동
810,49756, 공산동,대구 동구 공산동
811,50420, 월곡로53길 ,오류
812,51006, 금호동 ,서울 성동구 금호동1가
813,51041, 송현로 ,오류
814,51069, 용산2동 ,대구 달서구 용산2동
815,51428, 현풍읍 부리,대구 달성군 현풍읍 부리
816,51532, 사일동 ,대구 중구 사일동
817,51547, 동호동 ,강원특별자치도 동해시 동호동
818,51707, 구마로11길 ,오류
819,52060, 24 ,오류
820,52103, 범어로19길 ,오류
821,53188, 서성로1가 ,대구 중구 서성로1가
822,53872, 동화천로,오류
823,54166, 국채보상로 ,오류
824,54379, 구지면 내리,대구 달성군 구지면 내리
825,54391, 서문로2가 ,대구 중구 서문로2가
826,54574, 옥포읍 비슬로468길,오류
827,54965, 율하동로15길 ,오류
828,55381, 주좌길 ,오류
829,57177, 죽전4길 ,오류
830,57640, 효목로,오류
831,58822, 중앙대로41길 ,오류
832,59002, 성내1동 ,서울 강동구 성내1동
833,59129, 월배로14길 ,오류
834,59350, 방촌로15길 ,오류
835,59700, 봉덕로 ,오류
836,61440, 대구체육관로 ,오류
837,61460, 숙천동(혁신동),대구 동구 숙천동
838,61484, 서변로23길 ,오류
839,61535, 3공단로 ,오류
840,61884, 중구 종로1가 ,대구 중구 종로1가
841,62044, 신암동(신암3동),대구 동구 신암동
842,62175, 화랑로39길 ,오류
843,62189, 대명11동 ,대구 남구 대명11동
844,62928, 와룡로53길 ,오류
845,64816, 원대동3가(원대동),대구 서구 원대동3가
846,64924, 삼덕동 ,대구 수성구 삼덕동
847,65256, 자유3길 ,오류
848,65269, 삼각지6길 ,오류
849,65287, 달구벌대로291길 ,오류
850,65415, 장관동 ,대구 중구 장관동
851,65550, 안지랑로19길,오류
852,65581, 중앙대로48길,오류
853,65987, 북비산로59길 ,오류
854,66134, 만촌로28길 ,오류
855,66194, 노원로 ,오류
856,66712, 147 ,오류
857,66927, 동문동 ,충남 서산시 동문동
858,66981, 덕곡동,경북 김천시 덕곡동
859,67331, 성당로50길 ,오류
860,68717, 침산남로9길 ,오류
861,68827, 대명6동 ,대구 남구 대명6동
862,69051, 범어3동 ,대구 수성구 범어3동
863,69867, 칠성동1가(칠성동),대구 북구 칠성동1가
864,69891, 현충로15길,오류
865,69944, 매자안길 ,오류
866,70290, 신천4동 ,대구 동구 신천4동
867,70390, 효신로16길 ,오류
868,70395, 청솔로4길 ,오류
869,70507, 월서로 ,오류
870,70625, 중앙대로48길 ,오류
871,70651, 유통단지로 ,오류
872,70899, 팔거천동로 ,오류
873,71197, 계명중앙1길 ,오류
874,72137, 파도고개로20길 ,오류
875,72141, 동구 봉무동 ,대구 동구 봉무동
876,72177, 연경지묘로 ,오류
877,72205, 안심2동,대구 동구 안심2동
878,72420, 관문시장4길 ,오류
879,72584, 산격동(산격2동),대구 북구 산격동
880,72901, 월곡로27길 ,오류
881,72957, 선원로23남길 ,오류
882,72999, 서변로 ,오류
883,73026, 안지랑로20길 ,오류
884,73029, 중대동 ,경기 광주시 중대동
885,73047, 방천로1길 ,오류
886,73212, 국채보상로75길 ,오류
887,73292, 서내동 ,전남 나주시 서내동
888,73353, 동호로2길,오류
889,73490, (본점) ,오류
890,73555, 36 ,오류
891,73721, 율하동(안심1동),경남 김해시 율하동
892,73740, 교학로7길 ,오류
893,73921, 중앙대로 ,오류
894,73959, 구암로21길 ,오류
895,74038, 침산동(침산3동),대전 중구 침산동
896,74122, 태전로7길 ,오류
897,74310, 연호동,대구 수성구 연호동
898,74346, 중구 동성로2가 ,대구 중구 동성로2가
899,74419, 들안로28길 ,오류
900,74526, 대림동 ,서울 영등포구 대림동
901,74940, 동촌로56길 ,오류
902,75907, 침산1동 ,대구 북구 침산1동
903,76901, 청솔로 ,오류
904,77085, 송현동5길 ,오류
905,77142, 종로 ,서울 종로구
906,77459, 지범로39길,오류
907,78092, 문화동 ,충북 청주시 상당구 문화동
908,79857, 대명복개로 ,오류
909,79952, 다사읍 부곡리,대구 달성군 다사읍 부곡리
910,80058, 청호로 ,오류
911,80175, 논공읍 본리리,대구 달성군 논공읍 본리리
912,80525, 54 ,오류
913,81000, (다사지점) ,오류
914,81065, 경안로109길 ,오류
915,81532, 신암5동,대구 동구 신암5동
916,81535, 둔산로2길 ,오류
917,81577, 동성로 ,오류
918,81605, 동인동2가(동인동),대구 중구 동인동2가
919,81887, 상서동 ,대전 대덕구 상서동
920,83567, 달구벌대로,오류
921,83580, 아양로11길 ,오류
922,83683, 산격로 ,오류
923,85070, 옥포읍 반송리,대구 달성군 옥포읍 반송리
924,85495, 구지면 예현리,대구 달성군 구지면 예현리
925,85577, 고성동2가 ,대구 북구 고성동2가
926,85586, 동인3가동,대구 중구 동인동3가
927,85922, 대명로20길 ,오류
928,87328, 통학로28길 ,오류
929,87953, 삼정4길 ,오류
930,88560, 관음중앙로17길 ,오류
931,88586, 상화로 ,오류
932,88587, 월곡로,오류
933,88596, 논공읍 삼리리,대구 달성군 논공읍 삼리리
934,88656, 논공읍 노이리,대구 달성군 논공읍 노이리
935,88936, 중앙대로28길,오류
936,88942, 복현2동,대구 북구 복현2동
937,89319, 장기동(용산1동),경기 김포시 장기동
938,89383, 월성로,오류
939,89469, 상화로21길 ,오류
940,89510, 하빈면 동곡리,대구 달성군 하빈면 동곡리
941,91053, 용산로 ,오류
942,91260, 달서로14길 ,오류
943,91335, 들안로 ,오류
944,91400, 칠곡중앙대로115길 ,오류
945,91740, 범어로27길 ,오류
946,91904, 본점 ,오류
947,92073, 야외음악당로 ,오류
948,92211, 오봉로 ,오류
949,92309, 범물1동 ,대구 수성구 범물1동
950,93289, 서변동(무태조야동),대구 북구 서변동
951,93317, 이곡동(이곡2동),대구 달서구 이곡동
952,95193, 진천로 ,오류
953,95566, 야외음악당로33길 ,오류
954,95699, 수성동4가(수성4가동),대구 수성구 수성동4가
955,96193, 92 ,오류
956,96913, 한실로 ,오류
957,97151, 감삼3길 ,오류
958,97215, 교동 ,경기 수원시 팔달구 교동
959,98695, 중대동,경기 광주시 중대동
960,98922, 수성2.3가동 ,대구 수성구 수성2.3가동
961,99017, 야외음악당로47길 ,오류
962,99118, 옥포읍 간경리,대구 달성군 옥포읍 간경리
963,99322, 반야월로 ,오류
964,99324, 팔공로26길 ,오류
965,99349, 파동로3길 ,오류
966,99439, (ktx) ,오류
967,99543, 감삼남1길 ,오류
968,100092, 상원로1길 ,오류
969,100130, 본리서5길 ,오류
970,100172, 능성동 ,대구 동구 능성동
971,100720, 성서4차첨단로 ,오류
972,100766, 두류공원로20길 ,오류
973,100768, 반야월로14길 ,오류
974,101307, 수성구 상동 ,대구 수성구 상동
975,102429, 와룡로2길 ,오류
976,102500, 범안로16길 ,오류
977,102560, 수성동3가(수성2.3가동),대구 수성구 수성동3가
978,102726, 침산동(침산2동),대전 중구 침산동
979,103961, 능성동,대구 동구 능성동
980,104315, 서성로14길 ,오류
981,104729, 율암동 ,대구 동구 율암동
982,106888, 대구2호선 ,오류
983,107121, 구마로52길 ,오류
984,107269, 평리로83길 ,오류
985,108002, 학남로15길 ,오류
986,108018, 화랑로80길,오류
987,108046, 동인동4가(동인동),대구 중구 동인동4가
988,108228, 수성로50길 ,오류
989,108266, 경대로 ,오류
990,108309, 고성로,오류
991,108344, 상화로,오류
992,110545, 비산5동,대구 서구 비산5동
993,111859, 동촌동 ,경북 포항시 남구 동촌동
994,112279, 만촌로4길 ,오류
995,112355, 본점->평리 ,오류
996,112461, 연호동 ,대구 수성구 연호동
997,114041, 통학로49길 ,오류
998,114124, 효동로 ,오류
999,114203, 중대동(공산동),경기 광주시 중대동
1000,114347, 성당로53길 ,오류
1001,115183, (대구1호선) ,오류
1002,115349, 지산1동 ,광주 동구 지산1동
1003,116001, 학정동로 ,오류
1004,117858, 성동,서울 성동구
1005,117925, 효동로2길 ,오류
1006,117958, 달구벌대로443길 ,오류
1007,117996, (봉덕동지점) ,오류
1008,117999, 화전동,경기 고양시 덕양구 화전동
1009,118069, 금호동,서울 성동구 금호동1가
1010,118643, 지범로39길 ,오류
1011,119367, 봉덕로9길 ,오류
1012,120017, 청수로 ,오류
1013,120450, 이곡공원로1길 ,오류
1014,121457, 관음중앙로7길 ,오류
1015,121590, 산격로11길 ,오류
1016,121748, 옥포읍 김흥리,대구 달성군 옥포읍 김흥리
1017,121871, 달서천로,오류
1018,122512, 국채보상로143길 ,오류
1019,122578, 서대구로 ,오류
1020,122701, 달성공원로8길 ,오류
1021,122753, 두류남7길 ,오류
1022,122765, 전동 ,인천 중구 전동
1023,122836, 동촌역사로3길 ,오류
1024,122944, 칠성로 ,오류
1025,123141, 달서구 상인동 ,대구 달서구 상인동
1026,123452, 수성구 수성동2가 ,대구 수성구 수성동2가
1027,123822, 와룡로57길 ,오류
1028,125402, 당산로41길 ,오류
1029,125533, 성당로18길 ,오류
1030,125609, 문화로33길 ,오류
1031,126429, 무열로39길 ,오류
1032,126521, 43-6 ,오류
1033,127390, 안골1길 ,오류
1034,129179, 성당2동 ,대구 달서구 성당동
1035,129238, 학산로47길 ,오류
1036,129830, 하빈면 하산리,대구 달성군 하빈면 하산리
1037,129915, 송정동 ,서울 성동구 송정동
1038,130049, 팔달동 ,대구 북구 팔달동
1039,130313, 남산3동 ,대구 중구 남산3동
1040,130443, 대명서4길,오류
1041,133063, 비산7동 ,대구 서구 비산7동
1042,133259, 대명로6길 ,오류
1043,133769, 서대구로29길 ,오류
1044,133807, 799-7 ,오류
1045,134175, 송현로16길 ,오류
1046,134802, 1번출구 (대구2호선) ,오류
1047,134905, 월곡로45길 ,오류
1048,135122, 공평로 ,오류
1049,136810, 대현로9길,오류
1050,136929, 입석동(동촌동),전북 김제시 입석동
1051,137156, 성서공단로51길 ,오류
1052,137284, 이천로 ,오류
1053,137285, 화랑로39길,오류
1054,137329, 가창면 오리,대구 달성군 가창면 오리
1055,137361, 동촌로45길 ,오류
1056,138081, 구마로26안길 ,오류
1057,138085, 성서공단로 ,오류
1058,138106, 대명남로 ,오류
1059,138579, 달구벌대로283길 ,오류
1060,138619, 신암동(신암5동),대구 동구 신암동
1061,138680, 논공점 ,오류
1062,138783, 대구경북총판 ,오류
1063,138834, 유가읍 용리,대구 달성군 유가읍 용리
1064,138918, 용학로 ,오류
1065,140396, 종로1가 ,서울 종로구 종로1가
1066,140602, 현충로 ,오류
1067,140668, 감삼동(죽전동),대구 달서구 감삼동
1068,140726, 구지면 대암리,대구 달성군 구지면 대암리
1069,140807, 청솔로6길 ,오류
1070,140877, 연경지묘로,오류
1071,140934, 화랑로38길 ,오류
1072,141095, 감삼남길 ,오류
1073,141141, 1번출구 대구2호선 ,오류
1074,141518, 파동로38길 ,오류
1075,141553, 팔거천동로26길 ,오류
1076,141640, 진천로3길 ,오류
1077,141936, 노곡동 ,대구 북구 노곡동
1078,142422, 갈밭로4길 ,오류
1079,142803, 대구체육관로2길 ,오류
1080,143158, 국채보상로60길 ,오류
1081,144220, 이천로9길 ,오류
1082,144920, 현풍읍 상리,대구 달성군 현풍읍 상리
1083,148316, 국채보상로,오류
1084,148856, 하서동 ,대구 중구 하서동
1085,148872, 노원동1가(노원동),대구 북구 노원동1가
1086,149622, 비슬로550길 ,오류
1087,149839, 앞산순환로89길 ,오류
1088,152389, 당산로47길 ,오류
1089,155595, 동성로1가,대구 중구 동성로1가
1090,156126, 신암점 ,오류
1091,156224, 유통단지로3길 ,오류
1092,156355, 국채보상로43길,오류
1093,156428, 서당로9길,오류
1094,156440, 대명로,오류
1095,161028, 장기동554-7 ,대구 달서구 장기동 554-7
1096,161032, 노원동3가(비산7동),대구 북구 노원동3가
1097,163442, 학산로46길 ,오류
1098,167070, 대학로,오류
1099,167216, 106동 ,오류
1100,167634, 명덕로2길,오류
1101,167818, 와룡로,오류
1102,167819, 해동로,오류
1103,168749, 구마로,오류
1104,171432, 도평로,오류
1105,174986, 122-21 ,오류
1106,179162, 신기동(안심1동),충남 공주시 신기동
1107,179508, 신기동93 ,충남 공주시 신기동 93
1108,179799, 대합면,경남 창녕군 대합면
1109,180199, 4 ,오류
1110,182976, 아양로7길,오류
1111,192454, 장전1길 ,오류
1112,194362, 송현로8안길 ,오류
1113,195614, 청수로,오류
1114,199062, 남산동707-36 ,대구 중구 남산동 707-36
1115,204205, 동호로9길,오류
1116,205381, 103동 ,오류
1117,206644, 104동 ,오류
1118,218254, 태평로1가1-186 ,대구 중구 태평로1가 1-186
1119,218884, 동일동,대구 중구 동일동
1120,221300, 303동 ,오류
1121,221550, 대명천로,오류
1122,222225, 북성로2가,대구 중구 북성로2가
1123,222850, 월배로80길,오류
1124,225583, 신암동612-56 ,대구 동구 신암동 612-56
1125,228654, >>안심 ,오류
1126,228746, 대봉동750-7 ,대구 중구 대봉동 750-7
1127,236042, 삼덕동2가149-13 ,대구 중구 삼덕동2가 149-13
1128,245662, 양지로 ,오류
1129,252476, 미곡동,대구 동구 미곡동
1130,255426, 사월동 ,대구 수성구 사월동
1131,263022, 고모동 ,대구 수성구 고모동
1132,270438, 동산동75-21 ,대구 중구 동산동 75-21
1133,270736, 고성동1가,대구 북구 고성동1가
1134,274049, 매여동,대구 동구 매여동
1135,274127, 108동 ,오류
1136,274398, 성당로39길 ,오류
1137,276448, 월곡로 ,오류
1138,279329, 신암3동 ,대구 동구 신암3동
1139,280048, 48-15 ,오류
1140,287431, 203동704 ,오류
1141,290649, 신용동,전북 익산시 신용동
1142,297342, 본점 >>평리 ,오류
1143,298731, 108동>>장기 ,오류
1144,301167, 상리동 ,대구 서구 상리동
1145,304546, >>숙천동 ,대구 동구 숙천동
1146,305498, 102동 ,오류
1147,306332, 신암동610-33 ,대구 동구 신암동 610-33
1148,329421, 대명동2007-11 ,대구 남구 대명동 2007-11
1149,340538, 대신동1761-1 ,대구 중구 대신동 1761-1
1150,344403, 1번출구 ,오류
1151,347267, 201동 ,오류
1152,347903, 상인비둘기102동 ,오류
1153,354860, 진인동 ,대구 동구 진인동
1154,359500, 304동 ,오류
1155,362432, 사수동772 ,대구 북구 사수동 772
1156,363376, 122-11 ,오류
1157,369939, 38-1 ,오류
1158,373460, 704호 ,오류
1159,374071, 완전동 ,대구 중구 완전동
1160,374602, 305동 ,오류
1161,377622, 후문 ,오류
1162,378781, 산격동815-25 ,대구 북구 산격동 815-25
1163,386173, 상인동1519-1 ,대구 달서구 상인동 1519-1
1164,398648, 구지면 도동리,대구 달성군 구지면 도동리
1165,403766, 208동 ,오류
1166,405879, 본점>>평리 ,오류
1167,411598, 금강동,전북 익산시 금강동
1168,413292, 105동 ,오류
1169,430519, 19 ,오류
1170,432040, 갈산동358-165 ,대구 달서구 갈산동 358-165
1171,434956, 복현동690-2 ,대구 북구 복현동 690-2
1172,442535, 신기동547-9 ,대구 동구 신기동 547-9
1173,459465, 1번출구 >>대신동 ,오류
1174,465113, 노변로 ,오류
1175,486366, 21-8 ,오류
1176,488279, 이서면,전북 완주군 이서면
1177,491455, 3 ,오류
1178,501406, 33-5 ,오류
1179,503799, 상덕동 ,대구 중구 상덕동
1180,504131, 상원로4길 ,오류
1181,504561, 777-3 ,오류
1182,511579, 범어4동 ,대구 수성구 범어4동
1183,522350, 북구 읍내동 ,대구 북구 읍내동
1184,533810, 9-16 ,오류
1185,547026, 162 ,오류
1186,552530, 도남동,경북 상주시 도남동
1187,557951, 37 ,오류
1188,581327, 54-8 ,오류
1189,583963, 대곡동1082-1 ,대구 달서구 대곡동 1082-1
1190,588874, 308동 ,오류
1191,589083, 중앙대로49길 ,오류
1192,594646, 22 ,오류
1193,612755, 7 ,오류
1194,638115, 40-7 ,오류
1195,642454, 110동 ,오류
1196,644401, 삼덕동1가65-30 ,대구 중구 삼덕동1가 65-30
1197,672692, 101동 ,오류
1198,682259, 203동->용산 ,오류
1199,687238, 5동 ,오류
1200,690860, 102동 8.9라인 ,오류
1201,691442, 47-15>상인동 ,오류
1202,694717, 봉덕동948-67 ,대구 남구 봉덕동 948-67
1203,695322, 8 ,오류
1204,699561, 율하동1289 ,대구 동구 율하동 1289
1205,717664, 두산동167-18 ,대구 수성구 두산동 167-18
1206,718040, 율하동1511 ,대구 동구 율하동 1511
1207,743550, 203동 ,오류
1208,744520, 송현동1031-1 ,경북 안동시 송현동 1031-1
1209,766966, 송현동1033-4 ,대구 달서구 송현동 1033-4
1210,770169, 301동 ,오류
1211,770965, 완전동,대구 중구 완전동
1212,782837, 73 ,오류
1213,794344, 삼덕동3가147-6 ,대구 중구 삼덕동3가 147-6
1214,798232, 성당동429-8 ,대구 달서구 성당동 429-8
1215,811849, 1동 ,오류
1216,823865, 상매동 ,대구 동구 상매동
1217,824518, 두류동481-14 ,대구 달서구 두류동 481-14
1218,834396, 중동70-1 ,경기 수원시 팔달구 중동 70-1
1219,839542, 913동 ,오류
1220,843333, 상인동1332-196 ,대구 달서구 상인동 1332-196
1221,872203, 덕산동88 ,대구 중구 덕산동 88
1222,872348, 동대구로14길 ,오류
1223,891639, 상인로 ,오류
1224,895767, 동인동3가271-13 ,대구 중구 동인동3가 271-13
1225,914473, 107동 ,오류
1226,921561, 동촌로58길 ,오류
1227,922713, 16 ,오류
1228,923086, 1401동 ,오류
1229,932617, 1303동 ,오류
1230,945365, 205동 ,오류
1231,972507, 206동 ,오류
1232,1048922, 203동704호 ,오류
1233,1063030, 상인동1511 ,대구 달서구 상인동 1511
1234,1081770, cu편의점 ,오류
1235,1087804, 두류동742-3 ,대구 달서구 두류동 742-3
1236,1092863, 용산동230-10 ,대구 달서구 용산동 230-10
1237,1096884, 193 ,오류
1238,1118255, 28 ,오류
1239,1131281, 태전동1122 ,대구 북구 태전동 1122
1240,1138513, 13 ,오류
1241,1146246, 신매동578-12 ,대구 수성구 신매동 578-12
1242,1164315, 이곡동1202-4 ,대구 달서구 이곡동 1202-4
1243,1193738, 90-43 ,오류
1244,1197791, 10 ,오류
1245,1206096, 호산동357-65 ,대구 달서구 호산동 357-65
1246,1210085, 입석동967-29 ,대구 동구 입석동 967-29
1247,1229254, 6 ,오류
1248,1244164, 호산동388 ,대구 달서구 호산동 388
